ID	Name	Desc
552	戏子	[NAME]容貌姣好，得以被选中成为一名戏子。随着[IT]名气变大，[IT]得以进入一些达官显贵的府邸表演，这让[IT]尝到了另外一种生活的滋味。[IT]开始变得功利，想攀上一场富贵来摆脱戏子的身份。
553	烟花女子	[NAME]从小被父亲卖掉还债，因而流落烟花酒巷之中。\n多年混迹风尘，[IT]见惯了世间的种种丑态。但[IT]内心深处依然相信着未来。
554	养蜂人	[NAME]是一名养蜂人，[IT]性格外向，能说会道，[ITS]口才让很多人相信[IT]所售卖的蜂蜜比一般蜂蜜更健康，甚至能延长寿命。因此，不少外地的人都会专程前来买[ITS]蜂蜜。
555	舞女	[NAME]是一名舞女，是一个草台班子的顶梁柱。[IT]有很伤心的过往，因此把这个班子当成了自己的情感寄托，倾注了大量心血。
556	纤夫	[NAME]没上过学，空有一身力气的[IT]在河道上谋得一份纤夫的工作为生。因为脑子不太灵光，[IT]总被别人欺负，但[IT]甚至不能察觉别人在欺负[IT]，终日傻乐。
557	账房	[NAME]给一个大商号管账，[ITS]工作十分繁重，终日在算计庞大金钱的流动变化。除此之外，应付各方的申请和要求也让[IT]殚精竭虑。
558	护院	[NAME]为了报答救命之恩，给当地有名的大善人当护院。[IT]为工作尽心尽力，经常彻夜不睡的巡逻保卫。\n在一次危急情况下，[IT]为自己的雇主挡了致命的一刀，这让[ITS]内脏受了重伤，而且迟迟不能痊愈。
559	管家	[NAME]的祖父是当朝宰相的管家。在祖父过世后，[IT]继承了这一职位。\n在这个过程中，[IT]不可避免的接触了大量的黑暗内幕，这些官场上的黑暗迅速腐蚀了[IT]，让[IT]变得冷血而无情。
560	糖人师傅	[NAME]是一名手艺高超的糖人师傅。[IT]心灵手巧，可以把糖稀捏成惟妙惟肖的各种形状。\n[ITS]手艺深的孩子们的喜欢，[IT]也乐在其中。
561	伐木工	[NAME]是一名伐木工。近年来朝廷大兴土木，[IT]也跟随监工四处奔波。\n在一次林场的开垦中，[IT]们被愤怒的本地人袭击，[IT]在混乱中被人踩断了右腿。
562	矿工	[NAME]卖身给一个矿场当矿工。终日在不见天日的地道中挖矿让[IT]喜欢上了黑暗的环境。辛勤的劳动让[IT]拥有了健壮的体魄。
563	矿场监工	[NAME]是一个大家族的旁系子弟，被发配到家族的一座矿场当监工，[IT]厌恶自己的命运和家族的安排，变本加厉的对工人泄怒。这让[IT]变得暴戾而残酷。
564	巫师	[NAME]自称能冥冥之中感应到一些莫名存在的指示，并借助[IT]们的力量趋吉避凶。[IT]花了几年时间经营，成为了一个小有名气的巫师。
565	神汉	[NAME]做了一场怪梦，在梦里被所谓的“神”的旨意选中，变成神的代言人。\n一无所长的[IT]在一开始陷入了恐慌之中，然而随着时间推移，[IT]逐渐学会了面不改色的胡言乱语，并在渐渐在巨大权利中迷失了自己，变得荒唐而残忍。
566	城隍庙祝	[NAME]是城隍庙的庙祝，[IT]为人稳重而宽厚。许多年来，县城的庙会都有[IT]亲历操办，得到乡亲们的拥戴与热爱。
567	野道士	[NAME]是一名无名道观中的道士。[IT]无父无母，也无一技之长，终日看道书修炼却不得其门而入。平日里以帮丧葬嫁娶的人家主持一些法事为生。
568	剑客	[NAME]是一名剑客，[IT]出手时必定带着一张诡异的面具，从不以真面目示人，因此武林中无人知道[ITS]身份。\n[IT]剑术高绝，身手快如闪电，传说中，[ITS]必杀剑出手时，无人可以捕捉到[ITS]身影。
569	游侠	[NAME]是一名劫富济贫的侠客，为了逃避官府的追杀通缉，[IT]居无定所，以天地为家。
570	刺客	[NAME]经历过一段极端贫穷的生活，在那段时间，[IT]学会了隐藏自己的情绪，并且养成了过人的耐心。因此，[IT]被组织发觉，训练为一个秘密刺客。\n明面上，[IT]经营有一家棺材铺，然而暗地里，[IT]随时等候着刺杀命令。
571	死士	[NAME]是个混混，以打架极端凶残，悍不畏死而闻名。再一次帮派斗殴中，[IT]身负重伤奄奄一息。然而[ITS]表现被一名路过的官员看在眼里，这名官员偷偷救下[IT]，将[IT]培养成了自己的死士。
572	弩手	[NAME]是就任于羽林军的精锐弩手。常年的射击训练让[IT]目光敏锐，久经战阵让[IT]遇事沉着。
573	神箭手	[NAME]本是一名猎户，[IT]箭术高超，能百步外射杀飞奔的麋鹿。\n后来叛军作乱，[IT]应征入伍，用一手惊人的弓术在部队中留下赫赫名声，更被选入朝廷王牌的神射手队伍。
574	斥候	[NAME]对骑马非常着迷，[IT]热爱在马背上颠簸奔腾，飞驰千里的感觉。\n[IT]对马的热爱和精湛的骑术引起当地驻军的注意，他们向[NAME]承诺，如果[IT]愿意加入军队接受斥候训练，就可以给[IT]顶级的快马驰骋。[NAME]一口答应。
575	药师	[NAME]特别喜欢研究各种植物。[IT]能迅速而准确的识别森林中的各种植物的性状功用。[IT]为了发挥自己的天赋成为了一名药师。
576	守林人	[NAME]的村落背靠大山而建，山上的丛林是他们的天然庇护所，也是他们衣食住行的宝库。 \n为了保护这片丛林，[NAME]加入村落的守林队伍。
577	掮客	[NAME]待人热心，交游广泛。[IT]很擅长在人际关系之间游走，这让[IT]成为一名优秀的掮客。\n[IT]几经跌宕，最终以而立之年积累了大量的财富，并且养成了宠辱不惊的过人心境。
578	赌场老板	[NAME]早年在黑道一线打拼，靠着真功夫逐渐向上爬，将许多人踩在了脚下。\n如今，[IT]经营有数家庞大的赌场，[ITS]势力遍布黑白两道，在当地横行霸道，说一不二。
579	养蛊人	[NAME]本来是一座南方边境小城的居民。在一次蛮族劫掠中，[IT]被抓走成为俘虏。\n蛮人强迫[IT]进行危险的养蛊工作——这一行当很容易被蛊虫感染死于非命。\n朝不保夕的生活和同事的凄惨的死状让[IT]变得特别容易做噩梦。
580	宦官	[NAME]为了摆脱贫穷的生活，甘愿丢弃男人身份混进宫当了一个小太监。心思深沉渴望权势的[IT]一路走来终于出人头地，成为一个权倾一时的大宦官。\n然而每当想起当年宫刑之痛，[IT]都会被悔恨狠狠的缠绕。
581	小地主	[NAME]做生意挣了不少钱，然而[NAME]生性懒散，[IT]厌倦商场的尔虞我诈，只想混个吃饱，过过无所事事的日子。\n于是[NAME]回老家买了一块土地，当了一个小地主。
582	面首	[NAME]生的俊美，[IT]被荒淫的当朝皇帝的妹妹相中，成为其面首。\n借助自己的美貌，[IT]为自己的家庭谋取了大量的优越条件，然而也招来了其他面首的嫉恨。最终[IT]被阴谋陷害，失去了宠幸。
583	间谍	[NAME]在京城经营着一家杂货铺，[IT]相貌平平，不善言辞，是一个看上去十分平凡的人。\n然而[IT]却是敌国尽心培育的秘密间谍，[IT]被训练掌握了高深的轻功和窃听技巧，潜伏京城，尽可能的掌握朝廷动向。
584	盗贼	[NAME]以偷窃为生，但是[ITS]技术很差，经常被人抓到，总是被愤怒的人群殴打。\n这悲惨的遭遇让[IT]浑身是伤，这让[ITS]偷窃变得更艰难了。
585	扒手	[NAME]拥有一种神奇的敏感，[IT]能一眼看出来一个人有钱没钱，身上的钱装在哪里。因此，[IT]可以轻松的选中那些没有防备的人，从[IT]们身上摸出钱来。
586	大善人	[NAME]是十里八乡有名的大善人，[IT]急公好义，乐善好施，善名远扬。\n[NAME]有一个纵横江湖的梦，只是身体太弱无法习武，因此最喜欢资助落魄的江湖豪客。
587	落选秀才	[NAME]一心想考取功名，但是屡试不中。一次次的失败让[IT]形容枯槁，榨干了[ITS]身体和精神。
588	宫廷食官	[NAME]是宫廷里的一名食官，[IT]负责品尝每天给皇上的饭菜是否合格。\n从某种程度上来说，这是一种饭来张口的生活，[NAME]因此变得懒惰而颓废。
589	衙役	[NAME]是一名官府的衙役，[IT]负责看守大牢，并在必要时对犯人行刑。\n[NAME]很喜欢棍子狠狠打在肉体上的感觉，这让[IT]觉得自己的生活是幸运的。
590	舞狮人	[NAME]离开贫瘠的家乡去谋生活，[IT]加入一个戏班子去进行巡回表演。\n因为[IT]身手敏捷，为人忠厚，戏班子的领队把舞狮这一重要项目托付给[IT]，[IT]也常常因出色的表现博得满堂喝彩。
591	道士	[NAME]因为身体先天虚弱，久居于当地一个道观中调养身体。长期的接触让[IT]对道教的理念产生浓厚的兴趣，不久就出家成了一名道士。
592	和尚	[NAME]因为一次严重的情感挫折而心如死灰。为了逃避这个世界给[IT]的痛苦，[IT]斩断烦恼丝，出家成为了一名僧人。
593	道观观主	[NAME]是一家乡下小道观的观主。[IT]除了每日诵经修道，还经常用自己掌握的医术帮乡亲们治病。\n因此，[ITS]道观虽然规模不大，但在当地的香火名声却也不小。
594	寨主	[NAME]是一座山寨的寨主，以劫掠过往商旅为生。\n[NAME]虽说走的是强盗生意，但是很有原则，如不抵抗，绝不会伤人性命。
595	夺命神医	[NAME]是一代名医，[ITS]医术十分惊人。但有一次治疗一个权贵后，[IT]却被自己的患者恩将仇报。\n[IT]从此性情大变，开始利用自己的医术不露痕迹的夺人性命。[IT]首先就夺取了当初恩将仇报的那名权贵全家百口人的性命。
596	天崩	[NAME]的家乡发生过一次天崩，[IT]是唯一的幸存者。[IT]在天崩中被狂暴的元气入体而身负顽疾，但也因此获得了超出常人的气感。
597	灭门之恨	[NAME]的家园被邪教毁灭屠村。这让[IT]失去了所有的亲人，并且给[IT]心中埋下仇恨的种子。[NAME]一心报仇，[IT]绝对不会把时间浪费在生活的琐事上。
598	寒夜	[NAME]曾经经历过一次寒夜灾难。长达数月寒冷无光，饥寒交迫的经历让[IT]对食物有着异常的执着。
599	虫灾	[NAME]生活的城镇爆发过虫灾：所有的食物动物都被虫子吃掉，人们只能躲在地洞里隐藏。为了生存，在长达十几天的虫灾中，大家只能吃虫子充饥。这些可怕的经历成为[NAME]无法抹去的梦魇。
600	玩火自焚	[NAME]从小喜欢火焰，有一次偷偷玩火导致产生火灾。虽然[IT]侥幸从灾难中活下来，但那次灾难让[IT]全身留下恐怖的疤痕。
601	火灾幸存	[NAME]的家被一场火灾烧成灰烬，这让[IT]留下恐怖的记忆。虽然灾难让[IT]变得坚强，但直到今日，[NAME]看到火就会害怕的失去理智。
602	雷击	[NAME]曾经被雷击中，从此无法像正常人那样走路了。但是自此之后，[ITS]头脑异常清晰，学东西嗷嗷快。
603	奇毒缠身	[NAME]小的时候误服过一种迷之植物，因此身中一种奇怪的毒素。这种毒素会让[IT]身体虚弱，但也让[IT]拥有了异常敏锐的感知。
604	失明人	[NAME]曾经遭受过一次意外导致双目失明，然而这却激发了[IT]奋斗的欲望。在之后的几年里，[IT]在艺术上取得了令人瞩目的成就，成为了闻名遐迩的盲人艺术家。
605	邪教蛊种	[NAME]曾经被邪教修士种入蛊虫，当做培养蛊虫的容器。虽然后来这个邪教修士被剿灭，[IT]也获救，但这段恐怖的经历也给[ITS]肉体留下了不可磨灭的创伤。
606	仙人托梦	[NAME]曾经被仙人托梦，仙人在梦中传授给[IT]许多修行的知识，并在[ITS]脑海中留下了一个神秘的坐标。
607	前世未尽	[NAME]不知道怎么回事，脑海中总是会出现一些莫名其妙的记忆片段。这严重的干扰[IT]学习工作生活。
608	奇遇	[NAME]曾经无意中服食过一颗千年何首乌，这让[IT]经历了伐毛洗髓，并获得了强健的身躯和绝佳的修行天赋。
609	狼灾	[NAME]是北地狼祸的幸存者，[IT]靠着自己超凡的身手，抛下了战友和家人，终于从数千只饿狼口下逃生，这不得不说是一种幸运。但是这也让[ITS]余生充满悔恨，日夜折磨[ITS]灵魂。
610	鲁国学者	[NAME]是来自鲁国的一名学者，[ITS]学识过人但是不谙世事，在路过一个南方小城时，被一个黑作坊骗去文牒证件，抓走做苦力。几年的压榨让[ITS]身体受到极大的损害，为了继续求学，[IT]想尽办法逃了出来。
100000	阴神夺舍	[NAME]用阴神夺取了别人的身体，[IT]也因此损伤了魂魄。
100001	阳神夺舍	[NAME]用阳神夺取了别人的身体。
100002	轮回者	[NAME]的魂魄来自遥远的异界，因命运的召唤降临此界。虽然死亡与轮回能洗去[ITS]记忆，但是每次重生，命运都会指引[IT]走上相似的道路。\n[NAME]在被命运约束的同时，也享受了命运的馈赠，虽然这一切[IT]并不能察觉。
100003	轮回者	[NAME]的魂魄来自遥远的异界，因命运的召唤降临此界。虽然死亡与轮回能洗去[ITS]记忆，但是每次重生，命运都会指引[IT]走上相似的道路。\n[NAME]在被命运约束的同时，也享受了命运的馈赠，虽然这一切[IT]并不能察觉。
100004	轮回者	[NAME]的魂魄来自遥远的异界，因命运的召唤降临此界。虽然死亡与轮回能洗去[ITS]记忆，但是每次重生，命运都会指引[IT]走上相似的道路。\n[NAME]在被命运约束的同时，也享受了命运的馈赠，虽然这一切[IT]并不能察觉。
100005	轮回者	[NAME]的魂魄来自遥远的异界，因命运的召唤降临此界。虽然死亡与轮回能洗去[ITS]记忆，但是每次重生，命运都会指引[IT]走上相似的道路。\n[NAME]在被命运约束的同时，也享受了命运的馈赠，虽然这一切[IT]并不能察觉。
100006	轮回者	[NAME]的魂魄来自遥远的异界，因命运的召唤降临此界。虽然死亡与轮回能洗去[ITS]记忆，但是每次重生，命运都会指引[IT]走上相似的道路。\n[NAME]在被命运约束的同时，也享受了命运的馈赠，虽然这一切[IT]并不能察觉。
100007	仙途之约	[NAME]乃是修行者转世，其前世因天道更迭之灾而陨落，虽然历轮回之劫，但昔日于仙途之上立下的约定依然刻印在其元神之中。\n在元神之约的指引下，[NAME]此世注定再结仙缘。会有什么样的故事在等他？现在没有人知道……
100008	仙途之约	[NAME]乃是修行者转世，其前世因天道更迭之灾而陨落，虽然历轮回之劫，但昔日于仙途之上立下的约定依然刻印在其元神之中。\n在元神之约的指引下，[NAME]此世注定再结仙缘。会有什么样的故事在等他？现在没有人知道……
100009	仙途之约	[NAME]乃是修行者转世，其前世因天道更迭之灾而陨落，虽然历轮回之劫，但昔日于仙途之上立下的约定依然刻印在其元神之中。\n在元神之约的指引下，[NAME]此世注定再结仙缘。会有什么样的故事在等他？现在没有人知道……
200001	调皮小鬼	[NAME]从小调皮捣蛋，好吃懒做。虽然在私塾成绩并不出众，然而从不学习的他却总能靠着聪颖的天资通过考核，让人称奇。\n尽管如此，[NAME]却有极强的正义感，这来自于照顾[IT]长大的奶奶言传身教，耳濡目染。
200002	总捕头	朝廷为稽查恶性命案而成立秘密巡捕队，每组由数名精英队员组成。[NAME]以其过人的身手当选二队队长。深受队员的喜欢和爱戴（[IT]是这么想的）。
200003	大头怪婴	[NAME]家复姓拼命，玩字辈，排行老三，故得此名。[IT]天生大头，却满脸皱纹，形容老朽。且其关节僵硬，头不能垂，膝不能曲，众人以为不详，避而远之。\n然其耳聪目明，百日能言。九岁便能执笔成文，出口成章，众人无不称奇。
200004	雅艺奇人	[NAME]成年后好玩乐之事，[IT]精通棋艺，罕逢敌手，通宵音律，却无知音，于是遍走天下。所到之处，众人以其形容诡异，以为行尸出土，避之不及。[IT]也顺势自号“玩乐行尸”。
200005	乖孩子	[NAME]出生在一个小康之家，家庭和睦。[IT]天生怪力，自小爱打抱不平，立志要赚到百两纹银为父母买大宅院住。曾被游方道士说有大器晚成之相。
200006	垦荒人	[NAME]成年后因发现百两纹银并不够买房，便放弃此梦想，改行垦荒，享受偶尔挖到不值钱却稀奇之物的惊奇之感，并向父母谎报挖到之物的价值。与同样有此嗜好的人结为同盟，共同走在垦荒之路上。
200007	富家公子	[NAME]是一名异国贵族的长子，优渥的家庭条件使[IT]养成了傲慢不驯的性格，但[IT]还是接受了良好的教育，并且展现了极高的美术和建筑天分。
200008	异邦梓人	[NAME]在一次闲谈时，从周游列国的一名友人口中得知了东方的建筑风格，热爱建筑学的[IT]大有兴趣。于是，在家庭的资助下，[IT]来到中原，要亲自学习了解“榫卯”这一奇妙的技术。
200009	孩童领袖	[NAME]从小就天赋异禀、骨骼精奇，但[IT]并没有依仗武力欺压他人。正直仗义的[IT]深受他人信任，是附近孩童们心中的领袖。
200010	小镖师	凭借过人的武功，[NAME]成为了一家镖局在他家乡附近开设的分号的一名镖师。虽然目前还没有什么名气，但[IT]一直坚持练功，暗暗下了成为总镖局镖头的决心。
200011	农家丫头	父母长期在外经商的[NAME]住在农村，与[ITS]奶奶一起生活。[IT]对大自然总是充满了兴趣。
200012	农牧专家	[NAME]从奶奶那里学习到了丰富的农作和养殖的相关知识。\n由于对动植物的深刻了解，不论农作物、牲畜或是家禽，在[NAME]的打理下总是井井有条，连连丰收并非难事。
200013	被弃之人	[NAME]的降生时，一场滔天洪灾伴随而来。[IT]被村民认为是不祥之子，因此[ITS]亲生父亲手将他抛弃在深山之中。
200014	黑市掮客	[NAME]苟延残喘的活了下来，天知道是不是花光了一辈子的运气。病弱的[IT]凭借着一点小聪明在黑市讨生活，他开始明白了一个道理：天下熙熙，皆为利来；天下攘攘，皆为利往。
200015	身世不明	[NAME]自己也不记得自己从何而来，从有记忆起，[IT]便坐在自己的特质马车上四处流浪。
200016	酒鬼商人	[NAME]喜欢收集奇怪的东西，[IT]将这些收集到的宝贝都藏在了自己的车上，一边流浪，一遍卖给有缘人。[NAME]嗜好喝酒，随身背着一个迷你货框，装有算盘和酒等维持生计的工具。
200017	独生女	[NAME]出生在一个大富之家，是家中千金独女，深的父母喜爱，受到家族的倾力培养。[IT]也因此从小就背负着父母极大的期待。
200018	超级偶像	[NAME]成年后在观海城谋生，然而举步维艰。一个偶然的机会，加入了某个潦倒艺班。[NAME]虽然性格内向，总有些悲观的情绪，但温柔坚韧，从不轻易向困难低头，终于在伙伴们的帮助下成为了观海城闻名的红人。
200019	城郊弃婴	[NAME]幼年时遭家人遗弃在城外的草丛里，碰巧被在附近盗墓的盗贼团伙捡回去轮流抚养长大。多年的耳濡目染使[IT]在偷盗方面展现了不一般的才能，据盗贼团伙不愿透露姓名的头目回忆，自从小燕子学会满地跑了之后，组织落脚的旧屋每天都在丢东西……
200020	梁上飞贼	[NAME]长大以后行踪不定，见头不见尾。但似乎对房梁情有独钟，偶尔可以在城内大户人家的房梁上见到[ITS]身影，有时也能在穷苦人家的房梁上找到[IT]留下的私房钱。
200021	怀梦稚子	[NAME]从小憧憬着正义，在[IT]刚刚懂事的时候，就幸运的结识了著名的捕快前辈。前辈被[IT]的勇气感染，答应带[IT]在身边教导。少年也顺利地踏上了梦想的旅途。
200022	自由捕快	[NAME]长大后，他跟随前辈成为捕快，然而再遭遇了很多无奈的现实后，他深感梦想成为虚影，也与自己的前辈决裂。从六扇门脱离，他成为一名“自由”捕快，以自己的手守护观海城。
200023	天外转生	[NAME]乃天外一团混沌之气降落人间转生，可惜由于降落时角度不对，坏了根基，也忘记了自身肩负的神圣使命。
200024	茶馆说书	[NAME]长大后成为了一个说书人，[IT]创作的长篇评书《修仙记》得到听众的热爱。然而此人经常拖更，每当听众埋怨，[IT]便以“快了快了”搪塞，十分让人脸大。
200025	数学鬼才	[NAME]从小聪慧，精通算术之道。据称[IT]从小生活中就不拘小节，是个怪才。特别喜欢和疑难题目较劲，以征服难题为荣。也因此获得了算术状元，在家乡远近闻名。
200026	牌圣	[NAME]身为命运之子，渐渐成为京城首屈一指的牌圣。[IT]与人对局时，总能未雨绸缪统筹全局，或在绝境之中神抽，造就奇迹。
200027	补天者	感谢玩家[color=#D06508]子非鱼[/color]在游戏测试期间所提供的帮助。他曾以火眼金睛找到数个严重BUG，对游戏完善做出的卓越贡献。
200028	补天者	感谢玩家[color=#D06508]周公子[/color]在游戏测试期间所提供的帮助。他曾为测试游戏数日不眠，并对游戏数值提出关键建议，为游戏完善做出卓越贡献。
200029	补天者	感谢玩家[color=#D06508]其实不是我[/color]在游戏测试期间所提供的帮助。他曾逆天改命，将资质奇差的弟子袁若雪培养成才，结丹一品，并在之后的测试中完成了全功法精通的壮举，为游戏完善做出卓越贡献。
200030	补天者	感谢玩家[color=#D06508]一丝不狗[/color]在游戏测试期间所提供的帮助。她为我们提供了宝贵的配音，并在测试中为农业发展提供了许多宝贵意见，为游戏完善做出了卓越贡献。
200031	补天者	感谢玩家[color=#D06508]猫叔[/color]在游戏测试期间所提供的帮助。他为我们提供了很多玄学，文学上的支持，并帮助我们优化游戏性能，为游戏完善做出了卓越贡献。
200032	补天者	感谢玩家[color=#D06508]风之海[/color]在游戏测试期间所提供的帮助。他对早期游戏数值调整提供了大量帮助，为游戏完善做出了卓越贡献。
200033	补天者	感谢玩家[color=#D06508]夜猫[/color]在游戏测试期间所提供的帮助。他对邪派功法的探索为游戏带来了崭新的可能，为游戏完善做出了卓越贡献。
200034	夺命丹青	[NAME]成年后成为一名远近闻名的画师，求画之人络绎不绝。然而，常常有人对他提出十分过分的作画需求，这让[NAME]烦不胜烦。\n为此，[NAME]苦练武艺，但凡有需求者得寸进尺，便会出手夺其性命。
200035	养龟人	[NAME]成年后成为了一名职业养龟人。常年养龟生涯让[IT]走路的速度越来越慢。[IT]也因此被人嫌弃。
200036	热血少女	[NAME]自幼聪慧，虽为女儿身，但有过人之志，并有为之燃烧的觉悟。这让她和其他女孩很不一样，充满独特的魅力。
200037	女侠	[NAME]长大后追逐梦想，成为了一名行走江湖的女侠。[IT]情感细腻而敏感，能查他人疾苦，更常常为朋友奋不顾身。这一切让[IT]在江湖上结识了许多知心好友，闯荡出不小的名声。
200038	凤舞而生	传闻中[NAME]出生时有彩凤翔于九天，百鸟相伴。但[IT]长大后听到这件事的时候觉得是无稽之谈\n不过[NAME]确实自小展现出惊人的天赋：聪颖过人，博闻强记。这让她小小年纪就积累的远超常人的学识。
200039	穿越者	[NAME]本是华夏一名普通人，却因为一本周易穿越到此方世界。因在现代丰富的积累，穿越后的[IT]无论气质，眼界还是思维在此世界都无比耀眼。凡是认识[IT]的人都对其叹为观止，惊为天人。
200040	无产少女	[NAME]的父母都是无产阶级，[IT]自然也是。没什么特别的，在华夏，[IT]这样的姑娘比比皆是。贫穷的生活为[IT]塑造了坚强的体魄和坚不可摧的战斗意志。
200041	穿越者	[NAME]本是华夏一名普通人，却因为一本周易穿越到此方世界。封建社会老百姓的苦难生活让[IT]动容，[IT]决定从发挥来自现代的农业知识开始让这个世界变得更美好。
200042	太一弟子	[NAME]成年后，机缘巧合成为太一门的外门弟子。虽然未能修炼仙家法术，但是常年的门派锻炼也让他们身强体健。
200043	寄人篱下	[NAME]出生在一个富裕的家庭，后家道中落，父母离异。周公子便吃百家饭长大，寄人篱下的生活让他深知为人处世之道，但也养成了其乐观但孤僻的性格。每当夕阳落下他总会看着家的方向，那是他回不去的时光。
200044	穿越者	成年后的[NAME]家境渐渐变好，大学也考上了一所医科大学。不过就在他二十岁那年上网通宵后被三个壮汉拐到了这个世界，极低的存在感导致了他失踪了都没人发现。\n在新世界，他谋求了一份医馆工作，凭借现代的医药知识，高超的颜值和过人的情商，[NAME]在这个世界混的风生水起好不快活。
200045	应劫而生	千年之前，太一门祖师飞升之际突然推算出千年之后门派将遭大祸。老祖自毁修为，费心推算，留下一方锦帕，上书时辰地点，随后陨落在天劫之下。千年后，太一门后辈弟子在预言所在地发现一名弃婴，遂带回门派收养。\n[NAME]来到太一门后，被发现身负天缺之体，根本无法修行。数十年来，派中长辈想尽办法，依然无法逆转这种体质。
200046	无用之人	虽然天缺之体断绝了[NAME]的仙路，但[IT]并不服输，只是诸事不管，四十年如一日的默默坚持修炼。从被门派奉为救星，到渐渐成为笑料，[NAME]早已习惯了这一切。\n所有人不知道的是，[NAME]的努力并没有白废。在灭门之夜到来的那天，[NAME]终于以人力补天缺，突破了天缺之体的限制，第一次感受到了真气。古老的预言似乎正在应验。
200047	中医世家	[NAME]出生在一个中医世家，但是他根本不愿意继承家里的中医传承，醉心于音乐之中，最擅长的乐器是二胡。
200048	穿越者	成年后的[NAME]迷上了二次元和钢普拉，以二次元创作和教授乐器为生。多年的表演生涯让他拥有极高的艺术水准，长期拼胶也让他有了非同一般的动手能力。一天深夜，[NAME]熬夜拼胶导致猝死。等[IT]醒来，发现来到了一个陌生的世界，[IT]依靠自己的艺术修养和手工技能顺利的活了下来。
200049	灵兽转生	[NAME]出生前，其母梦得一团黑气中有一异兽投入腹中，寤生。其童年屡现神异，小小年纪就力大无穷，胆气过人。
200050	义军领袖	[NAME]并不满足于安逸平和的生活，他成年后加入了一支义军的队伍，凭借着强大的实力成为了义军的首领。然而在一次伏击战中，[IT]遭遇了下属的背叛，九死一生后侥幸活了下来。
200051	如有神眷	[NAME]出生在一个小康之家。[IT]从小展露出有如神眷的幸运。玩氪金游戏又肝又欧，他从不充钱，却总能抽到最好的卡。然而常年肝游戏也让他小小年纪就秃了头。
200052	穿越者	[NAME]成年后成为一名游戏设计师。在一次深夜加班时突然遭遇雷暴。一阵闪光后，[NAME]穿越了。\n穿越使得的后遗症严重破坏了[NAME]的健康，但也让他的思维空前灵动。在新世界，[NAME]依靠自己的幸运和过人的悟性活了下来。
200053	不幸之人	[NAME]的家乡在一场正邪大战中被波及而毁灭，失去家园的[NAME]和父亲被迫流落他乡。\n为了逃避残酷的现实，[NAME]的父亲沉迷上了赌博，最后将年幼的[NAME]卖给了人贩子。
200054	流落邪道	[NAME]在人贩子手里几经转卖，最终流落到一个邪派中，成为改进邪功的实验的对象。在试验邪功的过程中，[NAME]不出意外的失败了，被丢弃到乱葬岗里。\n然而[NAME]十分命大，虽然因此瞎了一只眼睛，但却最终活了下来。他的身体也因为这次试验，发生了奇怪的变化。
200055	仙人托梦	[NAME]出生时天现异象。在[IT]五岁时，梦到仙人传授其秘术。自那之后，[IT]便展现出解除的动手天赋，可以灵巧的制作出复杂的工具玩具。
200056	工匠大师	[NAME]成年后成为远近闻名的工匠，他总是回想起少年时的那场梦。他知道在凡人的世界之外，有一个全新的世界，那里有真正的炼器术存在。那才是他的追求。
200057	天外来客	不是大侠，胜过大侠，没有人知道他从何处而来，只知道他去过很多地方，遇到了很多人，似乎让很多事情回归了正道，又似乎解决了很多的问题，有人记得他善于使用一种类似于剪刀石头布的拳法，变化莫测，打遍天下无敌手，如今他又来了一个全新的世界，会有什么等着他呢。
200058	河图洛书	无论身处何处，终究要寻找回家的路，穿梭在茫茫空间里，迷失在漫漫轮回中，小虾米依然没有放弃自我，乐于助人，拔刀相助，与人为善，做最真实的自己，在探索归途之时，知晓河图洛书的秘密，明白了万物存在的真谛，毅然踏上旅途。
200059	侠中生	[NAME]从小生活在一群侠客之中，听闻着江湖各种新鲜事，学习着各种武学知识，与侠为伍，与义相伴，在这样的环境中学习到了一身本领，也明白了世界之大无奇不有。
200060	百晓通	[NAME]长大后游历江湖，一边记录见闻，一边侠义。[IT]知晓天下事，分辨黑与白，一笔一墨书写世间万物，一剑一刀斩乱江湖正邪，渐渐地被人们所认知。虽然为人行事神龙见首不见尾，不过却总会在人们需要帮助的时候现身，指点迷津，传道解惑。
200061	金鳞转生	[NAME]本为天河一尾金鱼，千万年修行渐通灵性。为体悟红尘，[IT]舍去神体，转生人间。\n[NAME]小小年纪就深具灵性，展现出非同一般的天赋。[IT]思维敏捷，就算成年人也常常跟不上她的思路。
200062	丹青佳人	[NAME]长大后醉心画艺，以其过人之天资仅仅二八年华便名动京畿。[IT]善画水中游鱼，栩栩如生，见着无不称画可通灵。
200063	侠之子	[NAME]从小热爱武侠小说，醉心其中，渴望当一名侠士。然而出生现代社会的[IT]却只能对此望洋兴叹。\n尽管如此，侠之精神依然对其产生了深远的影响，他自小便嫉恶如仇，行事颇有侠风。
200064	穿越者	[NAME]长大后迷上了收集各种各样的剑器，并熟能生巧的掌握了许多养剑护剑的诀窍。许多同好也会委托他帮忙养护爱剑。\n一天深夜，[NAME]在养护一柄朋友托他保管的古剑时，竟然意外穿越到一方陌生的世界。
200065	游戏人生	[NAME]出生在华夏国一个普通家庭，[IT]自小贪玩，常常沉浸在游戏的海洋中。这虽然让[IT]看起来有些内向，但丰富的游戏经历培养了他敏锐的洞察力和灵活的思维。
