Key	Value
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。	[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。
借着绝杀余威，[SCHOOL]的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	借着绝杀余威，[SCHOOL]的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。
[NAME]搜索了此处，发现了一些原主人留下的宝物。	[NAME]搜索了此处，发现了一些原主人留下的宝物。
[NAME]搜寻了一番，什么都没有发现。	[NAME]搜寻了一番，什么都没有发现。
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。	[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。	[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。
[NAME]并没有找到合适的修行种子。	[NAME]并没有找到合适的修行种子。
[NAME]什么都不想做，还是离开这里吧。	[NAME]什么都不想做，还是离开这里吧。
[NAME]机缘不错，成功收集到了宝物。	[NAME]机缘不错，成功收集到了宝物。
[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。	[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。
[NAME]虽然没找到什么有趣的地方，但也在山野之间别有感悟。	[NAME]虽然没找到什么有趣的地方，但也在山野之间别有感悟。
这里实在太冷了，[NAME]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。	这里实在太冷了，[NAME]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。
[NAME]知道这是一个难得的机缘，不过这里实在太冷了，他只能匆匆离开。	[NAME]知道这是一个难得的机缘，不过这里实在太冷了，他只能匆匆离开。
[PLACE]实在是太冷了，[NAME]的功力完全无法深入此地，只能无奈离开。	[PLACE]实在是太冷了，[NAME]的功力完全无法深入此地，只能无奈离开。
[NAME]虽然一无所获，但也在山野之间别有感悟。	[NAME]虽然一无所获，但也在山野之间别有感悟。
[NAME]找到了不少的特产资源，于是施了个唤风的法诀，将之搬回了门派。	[NAME]找到了不少的特产资源，于是施了个唤风的法诀，将之搬回了门派。
[NAME]机缘不错，在一处人迹罕至的山坳里发现了宝物。	[NAME]机缘不错，在一处人迹罕至的山坳里发现了宝物。
[NAME]尝试深入寻找，不过这里实在太冷了，[IT]根本无法忍受，只能遗憾离去。	[NAME]尝试深入寻找，不过这里实在太冷了，[IT]根本无法忍受，只能遗憾离去。
[NAME]上前同[SCHOOL]的长老%s打了声招呼，两人结伴同游[SCHOOL]附近的几处胜地，品风论道，畅谈许久。临分别时，%s长老送你一个自己炼制的小法宝作为纪念。	[NAME]上前同[SCHOOL]的长老%s打了声招呼，两人结伴同游[SCHOOL]附近的几处胜地，品风论道，畅谈许久。临分别时，%s长老送你一个自己炼制的小法宝作为纪念。
[NAME]上前恭敬的拜见了[SCHOOL]的长老%s，长老很开心的同[NAME]聊了两句，并指点了他几句修行法诀。	[NAME]上前恭敬的拜见了[SCHOOL]的长老%s，长老很开心的同[NAME]聊了两句，并指点了他几句修行法诀。
[NAME]和[SCHOOL]的长老%s打了声招呼，大家聊了两句，%s长老说有事在身，匆匆离去了。	[NAME]和[SCHOOL]的长老%s打了声招呼，大家聊了两句，%s长老说有事在身，匆匆离去了。
[NAME]向[SCHOOL]的长老%s打了个招呼，对方看了[NAME]一眼，微不可察的点了点头。	[NAME]向[SCHOOL]的长老%s打了个招呼，对方看了[NAME]一眼，微不可察的点了点头。
[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，重创了对方。	[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，重创了对方。
%s长老不敢置信的看着[NAME]，奋起反击，但最终还是被[NAME]接二连三的狠招夺去了性命。	%s长老不敢置信的看着[NAME]，奋起反击，但最终还是被[NAME]接二连三的狠招夺去了性命。
[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，%s长老在最后关头察觉到了这次偷袭，险之又险的躲过了这招并发起凌厉的反击。	[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，%s长老在最后关头察觉到了这次偷袭，险之又险的躲过了这招并发起凌厉的反击。
[NAME]偷袭失败，心神一乱，被%s长老的绝招命中。最后使尽浑身解数，侥幸脱身。	[NAME]偷袭失败，心神一乱，被%s长老的绝招命中。最后使尽浑身解数，侥幸脱身。
%s长老不敢置信的看着[NAME]，刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	%s长老不敢置信的看着[NAME]，刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。
[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，直接重创了对方。	[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，直接重创了对方。
%s长老猝不及防，慌忙刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	%s长老猝不及防，慌忙刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。
[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，%s长老临危不乱，险之又险的躲过了这招并发起凌厉的反击。	[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，%s长老临危不乱，险之又险的躲过了这招并发起凌厉的反击。
[SCHOOL]的长老%s看[NAME]装作没看到自己，对你的无礼略感不满。	[SCHOOL]的长老%s看[NAME]装作没看到自己，对你的无礼略感不满。
[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。一时间空中两道流光如惊龙横空斗作一团。	[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。一时间空中两道流光如惊龙横空斗作一团。
两人瞬息间已过手数十招，[NAME]看重一个破绽，拼着自己受伤一招打碎了%s长老的天灵盖，%s长老死状惨烈，神形俱灭。	两人瞬息间已过手数十招，[NAME]看重一个破绽，拼着自己受伤一招打碎了%s长老的天灵盖，%s长老死状惨烈，神形俱灭。
[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。但却错估了对方杀招的威力，竟然被瞬间破去了法宝。	[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。但却错估了对方杀招的威力，竟然被瞬间破去了法宝。
[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老打中致命的一击。	[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老打中致命的一击。
[SCHOOL]的长老%s皱了皱眉，一副不想惹事的样子转身离去。暗中却向[NAME]使出[SCHOOL]的绝杀秘术，想不费吹灰之力夺取[NAME]性命。	[SCHOOL]的长老%s皱了皱眉，一副不想惹事的样子转身离去。暗中却向[NAME]使出[SCHOOL]的绝杀秘术，想不费吹灰之力夺取[NAME]性命。
[NAME]早已察觉，也故作中招，趁敌人大喜回身之际发出运起全身功力的一击。只一道惊龙般的神光如神矢贯月，瞬间将毫无防备的%s长老打成飞灰。	[NAME]早已察觉，也故作中招，趁敌人大喜回身之际发出运起全身功力的一击。只一道惊龙般的神光如神矢贯月，瞬间将毫无防备的%s长老打成飞灰。
[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老的致命的一击打中了心脏。	[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老的致命的一击打中了心脏。
[SCHOOL]的长老%s皮笑肉不笑的看了你一样，似乎想动手，但最终掉转方向离去。	[SCHOOL]的长老%s皮笑肉不笑的看了你一样，似乎想动手，但最终掉转方向离去。
[NAME]选择无视对面，可[SCHOOL]的长老%s却不准备放过他，他目露凶光，挥手就拦住[NAME]的去路，并发动了猛烈的攻击。	[NAME]选择无视对面，可[SCHOOL]的长老%s却不准备放过他，他目露凶光，挥手就拦住[NAME]的去路，并发动了猛烈的攻击。
双方斗了几个回合，[NAME]感觉灵气不继，一时疏忽被对方破了法术。%s长老招招夺命，[NAME]拼尽全力才逃脱了追杀。	双方斗了几个回合，[NAME]感觉灵气不继，一时疏忽被对方破了法术。%s长老招招夺命，[NAME]拼尽全力才逃脱了追杀。
[SCHOOL]的长老%s看到[NAME]神色不忿，但是想了想[NAME]在修行界的凶威还是啐了一口，扭头离去。	[SCHOOL]的长老%s看到[NAME]神色不忿，但是想了想[NAME]在修行界的凶威还是啐了一口，扭头离去。
[SCHOOL]的长老%s大喝一声歪门邪道，人人得而诛之，挥手祭出随身法宝，对[NAME]发起凌厉的攻势。	[SCHOOL]的长老%s大喝一声歪门邪道，人人得而诛之，挥手祭出随身法宝，对[NAME]发起凌厉的攻势。
[NAME]拜访了[SCHOOL]的掌门，两人交谈许久，十分尽兴。[SCHOOL]的掌门十分珍惜两派自前代便结下的缘分与交情，于是代表[SCHOOL]将尘封已久的镇派法宝赠与[NAME]，也算是因果纠葛，物归原主。只希望两派可以在将来继续守望相助，友谊长存。	[NAME]拜访了[SCHOOL]的掌门，两人交谈许久，十分尽兴。[SCHOOL]的掌门十分珍惜两派自前代便结下的缘分与交情，于是代表[SCHOOL]将尘封已久的镇派法宝赠与[NAME]，也算是因果纠葛，物归原主。只希望两派可以在将来继续守望相助，友谊长存。
[NAME]偷偷潜入了[SCHOOL]，他几经周折，终于找到了[SCHOOL]的藏宝室，然而在破解禁制时，不小心触动了警报。[NAME]寡不敌众，被当场拿下。	[NAME]偷偷潜入了[SCHOOL]，他几经周折，终于找到了[SCHOOL]的藏宝室，然而在破解禁制时，不小心触动了警报。[NAME]寡不敌众，被当场拿下。
[SCHOOL]看在两派渊源深厚的份上并没下重手便释放了[NAME]，只是对[NAME]的宗门十分失望。	[SCHOOL]看在两派渊源深厚的份上并没下重手便释放了[NAME]，只是对[NAME]的宗门十分失望。
[NAME]来到此地便感觉到一种亲近的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！	[NAME]来到此地便感觉到一种亲近的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！
[NAME]来到此地便感觉到一种亲近的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。	[NAME]来到此地便感觉到一种亲近的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。
[NAME]来到此地便感觉到一种同出一源的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！	[NAME]来到此地便感觉到一种同出一源的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！
[NAME]来到此地便感觉到一种同出一源的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。	[NAME]来到此地便感觉到一种同出一源的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。
[NAME]凭着感觉一番寻觅，最终一无所获，只能空手而归。	[NAME]凭着感觉一番寻觅，最终一无所获，只能空手而归。
天地灵根无法移植，[NAME]为防止被他人所获，便想布置一道阵法隐藏其踪迹。	天地灵根无法移植，[NAME]为防止被他人所获，便想布置一道阵法隐藏其踪迹。
然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。	然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。
[NAME]略一思索，便拿出自身携带的四象遮天图，借助大千世界四季运转之力成功隐藏了灵植的痕迹。	[NAME]略一思索，便拿出自身携带的四象遮天图，借助大千世界四季运转之力成功隐藏了灵植的痕迹。
然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。看来需要以某种遮蔽天机的宝物为引，才能布置完成这一阵法。	然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。看来需要以某种遮蔽天机的宝物为引，才能布置完成这一阵法。
这株位于卢山的金灵根-琅琊神木	这株位于卢山的金灵根-琅琊神木
这株位于虫谷的木灵根-木枯藤	这株位于虫谷的木灵根-木枯藤
这株位于玉晶潭的水灵根-五色金莲	这株位于玉晶潭的水灵根-五色金莲
这株位于火穴的火灵根-朱果树	这株位于火穴的火灵根-朱果树
这株位于炼丹峰的土灵根-赭黄精	这株位于炼丹峰的土灵根-赭黄精
[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME]小心翼翼的将天地灵根的果实采摘而下。
[NAME]来到此处，进入阵法，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME]来到此处，进入阵法，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。
[NAME]来到此处，按照记忆中的位置找到灵植，结果发现已然来迟了一步，天地灵根的果实已经消失殆尽。	[NAME]来到此处，按照记忆中的位置找到灵植，结果发现已然来迟了一步，天地灵根的果实已经消失殆尽。
[NAME]来到此处，按照记忆中的位置找到灵植，结果发现天地灵根的果实似乎被路过的灵兽嚼吃了一些。	[NAME]来到此处，按照记忆中的位置找到灵植，结果发现天地灵根的果实似乎被路过的灵兽嚼吃了一些。
[NAME]来到此处，按照记忆中的位置找到灵植，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME]来到此处，按照记忆中的位置找到灵植，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。
[NAME]来到此处，发现天地灵根尚未成熟。看上去大概还需要%s天左右的生长时间。	[NAME]来到此处，发现天地灵根尚未成熟。看上去大概还需要%s天左右的生长时间。
[NAME]四处游荡时发现此处物产颇丰，于是收集一些特产运回了门派。	[NAME]四处游荡时发现此处物产颇丰，于是收集一些特产运回了门派。
[NAME]想了想，还是决定离开了此处。	[NAME]想了想，还是决定离开了此处。
[NAME]想要求取天地灵根，然而[NAME]门派与%s的关系并不到位。[NAME]刚刚靠近灵根所在之地，就被%s的弟子拦住了去路。	[NAME]想要求取天地灵根，然而[NAME]门派与%s的关系并不到位。[NAME]刚刚靠近灵根所在之地，就被%s的弟子拦住了去路。
[NAME]想要求取天地灵根。考虑到[NAME]门派与%s一直以来私交甚好，看守灵根的长老便将一颗灵根之果实给予[NAME]。	[NAME]想要求取天地灵根。考虑到[NAME]门派与%s一直以来私交甚好，看守灵根的长老便将一颗灵根之果实给予[NAME]。
[NAME]想要求取天地灵根。虽然[NAME]门派与%s一直以来私交甚好，但毕竟天地灵根果实有限，看守灵根的长老便婉拒了[NAME]的请求。天地灵根下次成熟还需%s天左右，[NAME]可届时再来。	[NAME]想要求取天地灵根。虽然[NAME]门派与%s一直以来私交甚好，但毕竟天地灵根果实有限，看守灵根的长老便婉拒了[NAME]的请求。天地灵根下次成熟还需%s天左右，[NAME]可届时再来。
[NAME]静坐修行，可惜因为在瓶颈之中，一无所获。	[NAME]静坐修行，可惜因为在瓶颈之中，一无所获。
[NAME]在此地修行了一段时间，觉得修为提升不少。	[NAME]在此地修行了一段时间，觉得修为提升不少。
[NAME]觉得此地环境十分适合自己修炼，在此地修行了一段时间，竟然解开了几个困扰自己的修行难关，修为大进	[NAME]觉得此地环境十分适合自己修炼，在此地修行了一段时间，竟然解开了几个困扰自己的修行难关，修为大进
[NAME]尝试运转功法，结果当场走火入魔，经脉受伤。	[NAME]尝试运转功法，结果当场走火入魔，经脉受伤。
[NAME]静坐许久，觉得修为略有提升，聊胜于无。	[NAME]静坐许久，觉得修为略有提升，聊胜于无。
[NAME]此刻没有心情，离开了此处。	[NAME]此刻没有心情，离开了此处。
[NAME]果然察觉到此处有宝物的气息，也许是机缘所致，他轻易的找到了宝贝。	[NAME]果然察觉到此处有宝物的气息，也许是机缘所致，他轻易的找到了宝贝。
[NAME]果然察觉到此处有宝物的气息，但是几经搜索都找不到头绪，只能无奈放弃。	[NAME]果然察觉到此处有宝物的气息，但是几经搜索都找不到头绪，只能无奈放弃。
[NAME]根本感受不到宝物的气息，反而觉得此处五行异常克制自己。[NAME]不敢多待，只得匆匆离去。	[NAME]根本感受不到宝物的气息，反而觉得此处五行异常克制自己。[NAME]不敢多待，只得匆匆离去。
[NAME]根本感受不到宝物的气息，但是却觉得此处五行之气与自己十分契合，有一种舒适感。[NAME]寻觅良久未果，只好遗憾离去。	[NAME]根本感受不到宝物的气息，但是却觉得此处五行之气与自己十分契合，有一种舒适感。[NAME]寻觅良久未果，只好遗憾离去。
[NAME]丝毫无法感受宝物的痕迹，反而觉得此处五行与自己并不契合，让自己气息紊乱，[NAME]只得匆匆离去。	[NAME]丝毫无法感受宝物的痕迹，反而觉得此处五行与自己并不契合，让自己气息紊乱，[NAME]只得匆匆离去。
[NAME]不想在此浪费时间，转头离去。	[NAME]不想在此浪费时间，转头离去。
[NAME]施展法术求雨，在雨水之中，整片林子重现传说之中的景象，涌现出如烟如雾的云气。云气之后，竟然浮现出一座仙人洞府。	[NAME]施展法术求雨，在雨水之中，整片林子重现传说之中的景象，涌现出如烟如雾的云气。云气之后，竟然浮现出一座仙人洞府。
[NAME]搜索了洞府，找到了昔日木白仙人留下的两件宝物。	[NAME]搜索了洞府，找到了昔日木白仙人留下的两件宝物。
[NAME]施展法术求雨，然而整片树林却涌出一股神秘的力量，将[NAME]的法术驱散。[NAME]知道自己修为不足，只能无奈离去。	[NAME]施展法术求雨，然而整片树林却涌出一股神秘的力量，将[NAME]的法术驱散。[NAME]知道自己修为不足，只能无奈离去。
[NAME]搜索了整片林子，然而毫无线索，只能无奈离去。	[NAME]搜索了整片林子，然而毫无线索，只能无奈离去。
此处没什么好看的，[NAME]离开了这里。	此处没什么好看的，[NAME]离开了这里。
七杀阵还是不要乱闯了。	七杀阵还是不要乱闯了。
[NAME]进入剑冢之中。尝试寻找与自己有缘的飞剑。	[NAME]进入剑冢之中。尝试寻找与自己有缘的飞剑。
[NAME]剑道通神，强烈的剑意竟然获得某种共鸣。剑冢之中猛然飞出一道流光，投入[NAME]手中。	[NAME]剑道通神，强烈的剑意竟然获得某种共鸣。剑冢之中猛然飞出一道流光，投入[NAME]手中。
蜀山剑冢中沉睡多年的神剑，被剑意唤醒，重新出世。	蜀山剑冢中沉睡多年的神剑，被剑意唤醒，重新出世。
然而也许是[NAME]剑道修为不够，并没有神剑与之共鸣。	然而也许是[NAME]剑道修为不够，并没有神剑与之共鸣。
[NAME]已经试过一次了，此处并没有神剑与之有缘。	[NAME]已经试过一次了，此处并没有神剑与之有缘。
[NAME]刚准备进洞，却被一道饱含剑气的声音喝止。[NAME]考虑此地乃是青莲剑宗重地，还是不要乱闯的好。	[NAME]刚准备进洞，却被一道饱含剑气的声音喝止。[NAME]考虑此地乃是青莲剑宗重地，还是不要乱闯的好。
[NAME]离开了此处。	[NAME]离开了此处。
虽说宝藏诱人，但元磁之心可不是闹着玩的，还是生命更重要。	虽说宝藏诱人，但元磁之心可不是闹着玩的，还是生命更重要。
此处太过凶险，还是不要过分靠近了。	此处太过凶险，还是不要过分靠近了。
[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。离恨海的神秘力量试图挖掘[NAME]过去的悲伤悔恨爱恨离别，然而[NAME]却早已拥有不昧真灵，对那些感情毫无察觉，丝毫不在意。	[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。离恨海的神秘力量试图挖掘[NAME]过去的悲伤悔恨爱恨离别，然而[NAME]却早已拥有不昧真灵，对那些感情毫无察觉，丝毫不在意。
[NAME]渐渐深入水下，竟然在离恨海的中心发现了一具仙人遗蜕。一番搜索后，[NAME]惊讶的发现，这竟然是四千年前修行界奇人天缺老人的遗蜕所在。	[NAME]渐渐深入水下，竟然在离恨海的中心发现了一具仙人遗蜕。一番搜索后，[NAME]惊讶的发现，这竟然是四千年前修行界奇人天缺老人的遗蜕所在。
[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。离恨海的神秘力量试图挖掘[NAME]过去的悲伤悔恨爱恨离别，然而[NAME]却因心智的缺陷，对那些感情毫无察觉，丝毫不在意。	[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。离恨海的神秘力量试图挖掘[NAME]过去的悲伤悔恨爱恨离别，然而[NAME]却因心智的缺陷，对那些感情毫无察觉，丝毫不在意。
[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。[NAME]笑嘻嘻的把仙人遗蜕搜了个遍，带着遗蜕上的全部宝贝回到了门派。	[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。[NAME]笑嘻嘻的把仙人遗蜕搜了个遍，带着遗蜕上的全部宝贝回到了门派。
天缺神剑	天缺神剑
四千年前修行界奇人天缺老人的随身佩剑，天缺老人据说天生智力残缺，如8岁孩童。但他却奇遇连连，以赤子之心入道，修为冠绝当代，最后于离恨海中慨然飞升。	四千年前修行界奇人天缺老人的随身佩剑，天缺老人据说天生智力残缺，如8岁孩童。但他却奇遇连连，以赤子之心入道，修为冠绝当代，最后于离恨海中慨然飞升。
[NAME]充满好奇的在离恨海中前进，却因为神识太低而迷了路，最终饶了好久才从中脱离出来。[NAME]对此地感到十分恐惧，慌乱的跑回了门派。	[NAME]充满好奇的在离恨海中前进，却因为神识太低而迷了路，最终饶了好久才从中脱离出来。[NAME]对此地感到十分恐惧，慌乱的跑回了门派。
[NAME]充满好奇的在离恨海中前进，但他却无法抵御此地神秘的雾气的侵蚀，随着深入其中，[NAME]越来越难受，最终还是无法忍受这痛苦，慌乱的跑回了门派。	[NAME]充满好奇的在离恨海中前进，但他却无法抵御此地神秘的雾气的侵蚀，随着深入其中，[NAME]越来越难受，最终还是无法忍受这痛苦，慌乱的跑回了门派。
[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。[NAME]对仙人遗蜕充满兴趣，但是修为太低，被遗蜕遗留的神秘力量排斥而不得靠近。[NAME]十分不开心，对着遗蜕吐了口口水，气呼呼的离开了此地。	[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。[NAME]对仙人遗蜕充满兴趣，但是修为太低，被遗蜕遗留的神秘力量排斥而不得靠近。[NAME]十分不开心，对着遗蜕吐了口口水，气呼呼的离开了此地。
[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。可惜[NAME]悟性太差，他根本没有意识到这是一场天大的奇遇，只是笑嘻嘻的摸了摸仙人遗蜕的脸，扭头离开了此地。	[NAME]充满好奇的在离恨海中前进，竟然在离恨海的中心发现了一具仙人遗蜕。可惜[NAME]悟性太差，他根本没有意识到这是一场天大的奇遇，只是笑嘻嘻的摸了摸仙人遗蜕的脸，扭头离开了此地。
[NAME]渐渐深入水下，却因为神识太低而迷了路，最终饶了好久才从中脱离出来。[NAME]无奈，只能离开此地。	[NAME]渐渐深入水下，却因为神识太低而迷了路，最终饶了好久才从中脱离出来。[NAME]无奈，只能离开此地。
[NAME]渐渐深入水下，但他的体质却无法抵御此地神秘的雾气的侵蚀，随着深入其中，痛苦逐渐无法忍受。[NAME]无奈，只能离开此地。	[NAME]渐渐深入水下，但他的体质却无法抵御此地神秘的雾气的侵蚀，随着深入其中，痛苦逐渐无法忍受。[NAME]无奈，只能离开此地。
[NAME]渐渐深入水下，竟然在离恨海的中心发现了一具仙人遗蜕。但是[NAME]修为太低，被遗蜕遗留的神秘力量排斥而不得靠近，无奈之下只能离开此地。	[NAME]渐渐深入水下，竟然在离恨海的中心发现了一具仙人遗蜕。但是[NAME]修为太低，被遗蜕遗留的神秘力量排斥而不得靠近，无奈之下只能离开此地。
[NAME]渐渐深入水下，竟然在离恨海的中心发现一片鱼虫绝迹之地。[NAME]颇感奇怪，但没有多想便路过此处。最终一无所获，离开此地。	[NAME]渐渐深入水下，竟然在离恨海的中心发现一片鱼虫绝迹之地。[NAME]颇感奇怪，但没有多想便路过此处。最终一无所获，离开此地。
[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。[NAME]沉浸在自己的过去中，无法突破那些反复轮回的喜怒哀乐，终于心智崩溃，失去了意识。	[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。[NAME]沉浸在自己的过去中，无法突破那些反复轮回的喜怒哀乐，终于心智崩溃，失去了意识。
等[NAME]再次醒来，发现自己躺在离恨海边缘，竟然连一步都没有踏入其中。	等[NAME]再次醒来，发现自己躺在离恨海边缘，竟然连一步都没有踏入其中。
离恨海中的仙人遗蜕已经被搜光，没有必要再进入了。	离恨海中的仙人遗蜕已经被搜光，没有必要再进入了。
没什么事还是不要进去了。	没什么事还是不要进去了。
修道艰难，不要枉自送了性命。	修道艰难，不要枉自送了性命。
[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中。然而毒瘴之中视野神识严重受限，[NAME]只得四处摸索。	[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中。然而毒瘴之中视野神识严重受限，[NAME]只得四处摸索。
也是[NAME]机缘不错，竟然发现一尊在毒瘴中保留完整的遗骸。[NAME]一番搜索，找到了几本书册和许多宝物丹药。	也是[NAME]机缘不错，竟然发现一尊在毒瘴中保留完整的遗骸。[NAME]一番搜索，找到了几本书册和许多宝物丹药。
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了许多宝物丹药。	也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了许多宝物丹药。
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。	也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。	也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。
也许[NAME]机缘不够。一番搜索之下，空手而归。	也许[NAME]机缘不够。一番搜索之下，空手而归。
[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中，然而毒瘴之中视野神识严重受限，目不视物。	[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中，然而毒瘴之中视野神识严重受限，目不视物。
